Date,Hindalco,Tata Power,Axis Bank,SBI,HCL
1991-01-02,,925.0,,,
1991-01-03,210.0,925.0,,,
1991-01-07,223.75,925.0,,,
1991-01-09,225.0,930.0,,,
1991-01-11,230.0,1020.0,,,
1991-01-14,228.75,1040.0,,,
1991-01-23,225.0,1000.0,,,
1991-01-24,225.0,970.0,,,
1991-01-25,227.5,950.0,,,
1991-01-31,232.5,950.0,,,
1991-02-01,237.5,965.0,,,
1991-02-04,252.5,1070.0,,,
1991-02-05,260.0,1150.0,,,
1991-02-06,255.0,1140.0,,,
1991-02-07,250.0,1070.0,,,
1991-02-08,247.5,1050.0,,,
1991-02-11,245.0,1020.0,,,
1991-02-13,242.5,1025.0,,,
1991-02-14,245.0,1040.0,,,
1991-02-15,247.5,1125.0,,,
1991-02-19,258.75,1330.0,,,
1991-02-20,260.0,1280.0,,,
1991-02-21,262.5,1320.0,,,
1991-02-22,265.0,1290.0,,,
1991-02-26,268.75,1310.0,,,
1991-02-27,261.25,1300.0,,,
1991-02-28,260.0,1280.0,,,
1991-03-04,262.5,1340.0,,,
1991-03-05,262.5,1360.0,,,
1991-03-07,252.5,1220.0,,,
1991-03-08,255.0,1240.0,,,
1991-03-11,255.0,1205.0,,,
1991-03-12,252.5,1115.0,,,
1991-03-13,252.5,1100.0,,,
1991-03-15,260.0,1150.0,,,
1991-03-18,253.75,1100.0,,,
1991-03-20,252.5,1130.0,,,
1991-03-21,250.0,1125.0,,,
1991-03-22,253.75,1160.0,,,
1991-03-25,252.5,1110.0,,,
1991-03-26,255.0,1150.0,,,
1991-03-27,252.5,1155.0,,,
1991-04-01,255.0,1170.0,,,
1991-04-02,255.0,1190.0,,,
1991-04-03,255.0,1170.0,,,
1991-04-04,252.5,1145.0,,,
1991-04-05,252.5,1140.0,,,
1991-04-08,255.0,1180.0,,,
1991-04-09,257.5,1180.0,,,
1991-04-11,257.5,1210.0,,,
1991-04-12,265.0,1290.0,,,
1991-04-15,262.5,1350.0,,,
1991-04-16,257.5,1330.0,,,
1991-04-18,258.75,1330.0,,,
1991-04-19,261.25,1355.0,,,
1991-04-22,260.0,1340.0,,,
1991-04-23,260.0,1330.0,,,
1991-04-24,261.25,1330.0,,,
1991-04-25,270.0,1330.0,,,
1991-04-26,270.0,1305.0,,,
1991-04-29,267.5,1280.0,,,
1991-04-30,265.0,1230.0,,,
1991-05-03,271.25,1280.0,,,
1991-05-06,270.0,1260.0,,,
1991-05-07,270.0,1240.0,,,
1991-05-08,272.5,1257.5,,,
1991-05-09,270.0,1235.0,,,
1991-05-10,273.75,1240.0,,,
1991-05-13,270.0,1250.0,,,
1991-05-14,270.0,1235.0,,,
1991-05-16,247.5,1245.0,,,
1991-05-17,248.75,1250.0,,,
1991-05-20,245.0,1250.0,,,
1991-05-21,257.5,1325.0,,,
1991-05-23,253.75,1350.0,,,
1991-05-27,256.25,1365.0,,,
1991-05-29,252.5,1400.0,,,
1991-05-30,258.75,1450.0,,,
1991-05-31,266.25,1420.0,,,
1991-06-03,263.75,1430.0,,,
1991-06-04,263.75,1440.0,,,
1991-06-05,262.5,1410.0,,,
1991-06-06,261.25,1400.0,,,
1991-06-07,257.5,1310.0,,,
1991-06-11,260.0,1330.0,,,
1991-06-12,260.0,1400.0,,,
1991-06-13,257.5,1370.0,,,
1991-06-17,261.25,1410.0,,,
1991-06-18,262.5,1440.0,,,
1991-06-19,261.25,1465.0,,,
1991-06-20,262.5,1490.0,,,
1991-06-24,255.0,1540.0,,,
1991-06-25,252.5,1585.0,,,
1991-06-26,248.75,1550.0,,,
1991-06-27,246.25,1595.0,,,
1991-06-28,247.5,1585.0,,,
1991-07-02,248.75,1570.0,,,
1991-07-03,255.0,1625.0,,,
1991-07-04,252.5,1735.0,,,
1991-07-05,260.0,2010.0,,,
1991-07-08,272.5,2160.0,,,
1991-07-09,277.5,2130.0,,,
1991-07-10,290.0,2140.0,,,
1991-07-11,300.0,2100.0,,,
1991-07-12,302.5,2050.0,,,
1991-07-15,292.5,1905.0,,,
1991-07-16,300.0,1900.0,,,
1991-07-17,302.5,2020.0,,,
1991-07-19,306.25,1970.0,,,
1991-07-22,295.0,1920.0,,,
1991-07-24,305.0,1980.0,,,
1991-07-25,320.0,2170.0,,,
1991-07-26,320.0,2180.0,,,
1991-07-29,312.5,2100.0,,,
1991-07-30,317.5,2040.0,,,
1991-07-31,315.0,2140.0,,,
1991-08-01,325.0,2220.0,,,
1991-08-02,325.0,2260.0,,,
1991-08-05,322.5,2170.0,,,
1991-08-07,320.0,2070.0,,,
1991-08-08,315.0,2020.0,,,
1991-08-09,312.5,2020.0,,,
1991-08-12,312.5,2000.0,,,
1991-08-13,315.0,1990.0,,,
1991-08-14,315.0,1980.0,,,
1991-08-16,318.75,1990.0,,,
1991-08-19,320.0,2010.0,,,
1991-08-20,332.5,1975.0,,,
1991-08-21,330.0,1960.0,,,
1991-08-22,335.0,2050.0,,,
1991-08-23,336.25,2110.0,,,
1991-08-26,335.0,2150.0,,,
1991-08-27,327.5,2080.0,,,
1991-08-28,325.0,2075.0,,,
1991-08-30,325.0,2050.0,,,
1991-09-03,320.0,2020.0,,,
1991-09-04,320.0,1990.0,,,
1991-09-05,325.0,2060.0,,,
1991-09-06,327.5,2050.0,,,
1991-09-10,325.0,2050.0,,,
1991-09-13,325.0,2100.0,,,
1991-09-16,330.0,2220.0,,,
1991-09-17,352.5,2135.0,,,
1991-09-18,360.0,2150.0,,,
1991-09-20,342.5,2040.0,,,
1991-09-24,342.5,1960.0,,,
1991-09-25,340.0,1960.0,,,
1991-09-26,337.5,1920.0,,,
1991-09-27,345.0,2000.0,,,
1991-09-30,350.0,2000.0,,,
1991-10-01,340.0,1950.0,,,
1991-10-03,335.0,1860.0,,,
1991-10-04,327.5,1780.0,,,
1991-10-07,332.5,1820.0,,,
1991-10-09,320.0,1825.0,,,
1991-10-10,317.5,1940.0,,,
1991-10-11,320.0,1990.0,,,
1991-10-14,315.0,1890.0,,,
1991-10-15,312.5,1840.0,,,
1991-10-16,318.75,1960.0,,,
1991-10-18,320.0,1980.0,,,
1991-10-21,316.25,1950.0,,,
1991-10-22,316.25,1950.0,,,
1991-10-23,320.0,1950.0,,,
1991-10-24,320.0,2060.0,,,
1991-10-26,320.0,2060.0,,,
1991-10-29,327.5,2190.0,,,
1991-10-30,320.0,2135.0,,,
1991-10-31,322.5,2165.0,,,
1991-11-01,321.25,2150.0,,,
1991-11-05,295.0,2150.0,,,
1991-11-08,305.0,2100.0,,,
1991-11-11,302.5,2070.0,,,
1991-11-12,307.5,2050.0,,,
1991-11-13,310.0,2050.0,,,
1991-11-14,320.0,2070.0,,,
1991-11-15,317.5,2060.0,,,
1991-11-18,310.0,2050.0,,,
1991-11-19,310.0,2100.0,,,
1991-11-20,310.0,2140.0,,,
1991-11-22,315.0,2130.0,,,
1991-11-26,316.25,2090.0,,,
1991-11-27,327.5,2060.0,,,
1991-11-28,320.0,1960.0,,,
1991-11-29,332.5,2120.0,,,
1991-12-02,335.0,2180.0,,,
1991-12-03,332.5,2140.0,,,
1991-12-04,337.5,2150.0,,,
1991-12-05,337.5,2160.0,,,
1991-12-06,345.0,2130.0,,,
1991-12-09,340.0,2020.0,,,
1991-12-10,335.0,2010.0,,,
1991-12-11,335.0,1980.0,,,
1991-12-12,327.5,2040.0,,,
1991-12-16,332.5,2000.0,,,
1991-12-17,330.0,2030.0,,,
1991-12-18,332.5,2150.0,,,
1991-12-19,337.5,2100.0,,,
1991-12-20,335.0,2060.0,,,
1991-12-23,340.0,2150.0,,,
1991-12-24,335.0,2150.0,,,
1992-01-01,337.5,2260.0,,,
1992-01-02,335.0,2390.0,,,
1992-01-03,335.0,2370.0,,,
1992-01-06,325.0,2320.0,,,
1992-01-07,325.0,2340.0,,,
1992-01-08,320.0,2340.0,,,
1992-01-09,332.5,2390.0,,,
1992-01-13,335.0,2555.0,,,
1992-01-14,331.25,2530.0,,,
1992-01-15,335.0,2800.0,,,
1992-01-16,330.0,2930.0,,,
1992-01-20,333.75,3080.0,,,
1992-01-21,345.0,2980.0,,,
1992-01-22,347.5,3070.0,,,
1992-01-23,350.0,3080.0,,,
1992-01-24,343.75,3080.0,,,
1992-01-27,345.0,3150.0,,,
1992-01-29,355.0,3460.0,,,
1992-01-30,360.0,3380.0,,,
1992-01-31,367.5,3300.0,,,
1992-02-03,365.0,1925.0,,,
1992-02-04,365.0,1950.0,,,
1992-02-05,375.0,1910.0,,,
1992-02-06,380.0,1950.0,,,
1992-02-07,365.0,1900.0,,,
1992-02-10,375.0,1950.0,,,
1992-02-12,377.5,1925.0,,,
1992-02-13,365.0,1950.0,,,
1992-02-17,390.0,2000.0,,,
1992-02-18,375.0,1975.0,,,
1992-02-19,370.0,1975.0,,,
1992-02-20,375.0,2000.0,,,
1992-02-21,375.0,1900.0,,,
1992-02-24,385.0,1850.0,,,
1992-02-26,405.0,1825.0,,,
1992-02-27,425.0,1700.0,,,
1992-02-28,425.0,1675.0,,,
1992-02-29,430.0,1800.0,,,
1992-03-02,510.0,1875.0,,,
1992-03-03,560.0,1850.0,,,
1992-03-09,525.0,1900.0,,,
1992-03-10,540.0,1800.0,,,
1992-03-11,490.0,1750.0,,,
1992-03-12,500.0,1750.0,,,
1992-03-13,520.0,1800.0,,,
1992-03-16,510.0,1900.0,,,
1992-03-17,510.0,1900.0,,,
1992-03-18,480.0,1900.0,,,
1992-03-20,500.0,1900.0,,,
1992-03-24,540.0,2050.0,,,
1992-03-25,560.0,2075.0,,,
1992-03-27,600.0,2000.0,,,
1992-03-30,600.0,2250.0,,,
1992-03-31,650.0,2500.0,,,
1992-04-02,675.0,2600.0,,,
1992-04-03,650.0,,,,
1992-04-06,625.0,2500.0,,,
1992-04-07,600.0,2400.0,,,
1992-04-08,725.0,2550.0,,,
1992-04-10,710.0,2500.0,,,
1992-04-13,710.0,2450.0,,,
1992-04-22,725.0,2300.0,,,
1992-04-28,650.0,2150.0,,,
1992-04-29,650.0,2100.0,,,
1992-04-30,650.0,2100.0,,,
1992-05-06,590.0,,,,
1992-05-07,625.0,,,,
1992-05-11,600.0,,,,
1992-05-12,550.0,,,,
1992-05-13,600.0,,,,
1992-05-14,585.0,,,,
1992-05-18,600.0,,,,
1992-05-19,595.0,,,,
1992-05-20,580.0,,,,
1992-05-22,590.0,,,,
1992-05-25,590.0,1700.0,,,
1992-05-26,560.0,,,,
1992-05-27,545.0,,,,
1992-05-28,550.0,,,,
1992-05-29,530.0,1700.0,,,
1992-06-01,550.0,1550.0,,,
1992-06-02,570.0,1650.0,,,
1992-06-03,590.0,1600.0,,,
1992-06-04,575.0,1550.0,,,
1992-06-05,590.0,1600.0,,,
1992-06-08,590.0,1650.0,,,
1992-06-09,600.0,1650.0,,,
1992-06-10,600.0,1650.0,,,
1992-06-26,,1630.0,,,
1992-07-15,,1625.0,,,
1992-07-16,580.0,1550.0,,,
1992-07-17,580.0,1550.0,,,
1992-07-20,600.0,1450.0,,,
1992-07-21,595.0,1425.0,,,
1992-07-22,600.0,1530.0,,,
1992-07-23,570.0,1440.0,,,
1992-07-27,590.0,1465.0,,,
1992-07-28,600.0,1475.0,,,
1992-07-29,595.0,1450.0,,,
1992-07-30,590.0,1400.0,,,
1992-07-31,590.0,1425.0,,,
1992-08-03,580.0,1425.0,,,
1992-08-04,585.0,1400.0,,,
1992-08-05,585.0,1325.0,,,
1992-08-06,580.0,1175.0,,,
1992-08-07,590.0,1250.0,,,
1992-08-10,620.0,1275.0,,,
1992-08-11,615.0,1275.0,,,
1992-08-12,615.0,1225.0,,,
1992-08-14,627.5,1225.0,,,
1992-08-17,640.0,1350.0,,,
1992-08-18,640.0,1400.0,,,
1992-08-19,635.0,1400.0,,,
1992-08-20,645.0,1425.0,,,
1992-08-21,645.0,1500.0,,,
1992-08-24,655.0,1625.0,,,
1992-08-25,645.0,1575.0,,,
1992-08-26,635.0,1500.0,,,
1992-08-27,640.0,1500.0,,,
1992-08-28,645.0,1500.0,,,
1992-09-01,650.0,1490.0,,,
1992-09-02,650.0,1475.0,,,
1992-09-03,655.0,1480.0,,,
1992-09-04,670.0,1525.0,,,
1992-09-07,695.0,1550.0,,,
1992-09-08,710.0,1525.0,,,
1992-09-09,730.0,1510.0,,,
1992-09-11,720.0,1525.0,,,
1992-09-14,730.0,1525.0,,,
1992-09-15,760.0,1650.0,,,
1992-09-16,740.0,1700.0,,,
1992-09-17,735.0,1750.0,,,
1992-09-18,730.0,1800.0,,,
1992-09-21,710.0,1725.0,,,
1992-09-22,720.0,1730.0,,,
1992-09-24,715.0,1700.0,,,
1992-09-25,,1775.0,,,
1992-09-28,705.0,1700.0,,,
1992-09-29,700.0,1700.0,,,
1992-09-30,725.0,1750.0,,,
1992-10-01,730.0,1750.0,,,
1992-10-06,722.5,1700.0,,,
1992-10-08,720.0,1675.0,,,
1992-10-09,720.0,1700.0,,,
1992-10-12,715.0,1600.0,,,
1992-10-13,710.0,1660.0,,,
1992-10-14,702.5,1675.0,,,
1992-10-15,700.0,1650.0,,,
1992-10-20,695.0,1600.0,,,
1992-10-21,680.0,1575.0,,,
1992-10-22,700.0,1575.0,,,
1992-10-25,710.0,1525.0,,,
1992-10-28,695.0,1425.0,,,
1992-10-29,700.0,1450.0,,,
1992-10-30,700.0,1435.0,,,
1992-11-03,710.0,1475.0,,,
1992-11-04,705.0,1500.0,,,
1992-11-05,690.0,1500.0,,,
1992-11-06,690.0,1500.0,,,
1992-11-09,687.5,1490.0,,,
1992-11-11,685.0,1435.0,,,
1992-11-12,705.0,1450.0,,,
1992-11-13,695.0,1475.0,,,
1992-11-18,700.0,1425.0,,,
1992-11-19,685.0,1420.0,,,
1992-11-20,687.5,1475.0,,,
1992-11-23,690.0,1525.0,,,
1992-11-24,687.5,1500.0,,,
1992-11-25,680.0,1450.0,,,
1992-11-26,675.0,1440.0,,,
1992-11-27,670.0,1450.0,,,
1992-11-30,680.0,1490.0,,,
1992-12-01,680.0,1495.0,,,
1992-12-02,680.0,1500.0,,,
1992-12-03,680.0,1475.0,,,
1992-12-04,730.0,1490.0,,,
1992-12-10,700.0,1425.0,,,
1992-12-11,700.0,1425.0,,,
1992-12-14,690.0,1400.0,,,
1992-12-15,675.0,1410.0,,,
1992-12-16,675.0,1350.0,,,
1992-12-17,675.0,1350.0,,,
1992-12-18,680.0,1410.0,,,
1992-12-21,685.0,1410.0,,,
1992-12-22,690.0,1415.0,,,
1992-12-23,690.0,1375.0,,,
1992-12-24,700.0,1375.0,,,
1993-01-04,695.0,1375.0,,,
1993-01-05,685.0,1360.0,,,
1993-01-06,680.0,1350.0,,,
1993-01-07,675.0,1325.0,,,
1993-01-08,675.0,1325.0,,,
1993-01-14,680.0,1330.0,,,
1993-01-15,700.0,1350.0,,,
1993-01-18,705.0,1355.0,,,
1993-01-19,690.0,1360.0,,,
1993-01-20,690.0,1340.0,,,
1993-01-21,685.0,1350.0,,,
1993-01-22,685.0,1340.0,,,
1993-01-25,690.0,1350.0,,,
1993-01-27,695.0,1350.0,,,
1993-01-28,695.0,1350.0,,,
1993-01-29,690.0,1380.0,,,
1993-02-01,680.0,1370.0,,,
1993-02-02,687.5,1365.0,,,
1993-02-03,690.0,1375.0,,,
1993-02-04,685.0,1365.0,,,
1993-02-05,687.5,1370.0,,,
1993-02-08,700.0,1380.0,,,
1993-02-09,705.0,1435.0,,,
1993-02-10,720.0,1475.0,,,
1993-02-11,727.5,1475.0,,,
1993-02-12,720.0,1520.0,,,
1993-02-15,700.0,1465.0,,,
1993-02-16,695.0,1490.0,,,
1993-02-17,690.0,1520.0,,,
1993-02-18,705.0,1550.0,,,
1993-02-22,715.0,1580.0,,,
1993-02-23,715.0,1600.0,,,
1993-02-24,722.5,1615.0,,,
1993-02-25,730.0,1620.0,,,
1993-02-26,725.0,1675.0,,,
1993-02-27,720.0,1695.0,,,
1993-03-01,700.0,1590.0,,,
1993-03-02,685.0,1640.0,,,
1993-03-03,690.0,1635.0,,,
1993-03-04,680.0,1625.0,,,
1993-03-05,680.0,1590.0,,,
1993-03-09,670.0,1520.0,,,
1993-03-10,660.0,1510.0,,,
1993-03-11,685.0,1450.0,,,
1993-03-12,665.0,1450.0,,,
1993-03-16,690.0,1490.0,,,
1993-03-17,690.0,1485.0,,,
1993-03-18,690.0,1485.0,,,
1993-03-19,685.0,1480.0,,,
1993-03-22,685.0,1475.0,,,
1993-03-23,685.0,1465.0,,,
1993-03-26,685.0,1415.0,,,
1993-03-29,680.0,1380.0,,,
1993-03-30,675.0,1275.0,,,
1993-03-31,685.0,1280.0,,,
1993-04-02,685.0,1310.0,,,
1993-04-07,700.0,1345.0,,,
1993-04-08,690.0,1290.0,,,
1993-04-12,677.5,1265.0,,,
1993-04-13,675.0,1260.0,,,
1993-04-15,680.0,1280.0,,,
1993-04-16,675.0,1270.0,,,
1993-04-19,675.0,1265.0,,,
1993-04-20,650.0,1235.0,,,
1993-04-21,640.0,1230.0,,,
1993-04-22,630.0,1210.0,,,
1993-04-23,590.0,1190.0,,,
1993-04-26,565.0,1160.0,,,
1993-04-27,580.0,1140.0,,,
1993-04-28,590.0,1185.0,,,
1993-04-29,605.0,1210.0,,,
1993-04-30,595.0,1180.0,,,
1993-05-03,580.0,1170.0,,,
1993-05-04,595.0,1175.0,,,
1993-05-05,600.0,1220.0,,,
1993-05-07,615.0,1240.0,,,
1993-05-10,630.0,1250.0,,,
1993-05-11,665.0,1330.0,,,
1993-05-12,665.0,1330.0,,,
1993-05-13,670.0,1310.0,,,
1993-05-14,670.0,1350.0,,,
1993-05-17,650.0,1335.0,,,
1993-05-18,655.0,1300.0,,,
1993-05-21,660.0,1310.0,,,
1993-05-24,660.0,1315.0,,,
1993-05-25,660.0,1300.0,,,
1993-05-26,650.0,1280.0,,,
1993-05-27,660.0,1280.0,,,
1993-05-28,650.0,1270.0,,,
1993-05-31,650.0,1280.0,,,
1993-06-02,660.0,1315.0,,,
1993-06-03,677.5,1350.0,,,
1993-06-04,685.0,1390.0,,,
1993-06-07,690.0,1420.0,,,
1993-06-08,695.0,1400.0,,,
1993-06-09,691.0,1370.0,,,
1993-06-10,695.0,1375.0,,,
1993-06-11,692.5,1420.0,,,
1993-06-14,675.0,1410.0,,,
1993-06-15,660.0,1395.0,,,
1993-06-16,665.0,1395.0,,,
1993-06-17,665.0,1340.0,,,
1993-06-18,660.0,1315.0,,,
1993-06-21,665.0,1340.0,,,
1993-06-22,665.0,1365.0,,,
1993-06-23,662.5,1360.0,,,
1993-06-24,660.0,1345.0,,,
1993-06-25,655.0,1335.0,,,
1993-06-28,645.0,1310.0,,,
1993-06-29,655.0,1340.0,,,
1993-06-30,650.0,1350.0,,,
1993-07-02,650.0,1375.0,,,
1993-07-05,650.0,900.0,,,
1993-07-06,645.0,930.0,,,
1993-07-07,645.0,920.0,,,
1993-07-08,635.0,905.0,,,
1993-07-09,610.0,915.0,,,
1993-07-12,600.0,905.0,,,
1993-07-13,595.0,900.0,,,
1993-07-14,590.0,895.0,,,
1993-07-15,585.0,870.0,,,
1993-07-16,557.5,860.0,,,
1993-07-19,550.0,830.0,,,
1993-07-20,550.0,832.5,,,
1993-07-21,555.0,837.5,,,
1993-07-22,565.0,850.0,,,
1993-07-26,570.0,845.0,,,
1993-07-27,570.0,837.5,,,
1993-07-28,575.0,830.0,,,
1993-07-29,585.0,840.0,,,
1993-07-30,600.0,845.0,,,
1993-08-03,605.0,860.0,,,
1993-08-04,595.0,860.0,,,
1993-08-06,600.0,900.0,,,
1993-08-10,600.0,900.0,,,
1993-08-12,625.0,950.0,,,
1993-08-13,625.0,970.0,,,
1993-08-16,620.0,965.0,,,
1993-08-17,630.0,975.0,,,
1993-08-18,635.0,1010.0,,,
1993-08-19,640.0,1030.0,,,
1993-08-20,660.0,1030.0,,,
1993-08-24,660.0,950.0,,,
1993-08-25,660.0,950.0,,,
1993-08-26,657.5,940.0,,,
1993-08-27,670.0,940.0,,,
1993-08-30,650.0,925.0,,,
1993-09-01,652.5,900.0,,,
1993-09-02,650.0,920.0,,,
1993-09-03,645.0,940.0,,,
1993-09-06,640.0,910.0,,,
1993-09-07,610.0,865.0,,,
1993-09-08,630.0,900.0,,,
1993-09-09,645.0,935.0,,,
1993-09-10,650.0,920.0,,,
1993-09-13,650.0,935.0,,,
1993-09-14,650.0,920.0,,,
1993-09-15,655.0,920.0,,,
1993-09-16,645.0,910.0,,,
1993-09-17,650.0,915.0,,,
1993-09-20,645.0,910.0,,,
1993-09-21,645.0,880.0,,,
1993-09-22,645.0,850.0,,,
1993-09-24,650.0,810.0,,,
1993-09-27,655.0,850.0,,,
1993-09-28,660.0,900.0,,,
1993-09-29,647.5,880.0,,,
1993-09-30,650.0,900.0,,,
1993-10-01,655.0,910.0,,,
1993-10-04,647.5,880.0,,,
1993-10-05,647.5,910.0,,,
1993-10-06,647.5,900.0,,,
1993-10-07,647.5,890.0,,,
1993-10-08,655.0,900.0,,,
1993-10-11,660.0,900.0,,,
1993-10-12,665.0,910.0,,,
1993-10-19,662.5,950.0,,,
1993-10-20,660.0,965.0,,,
1993-10-21,655.0,,,,
1993-10-22,655.0,945.0,,,
1993-10-25,655.0,950.0,,,
1993-10-26,645.0,940.0,,,
1993-10-27,645.0,935.0,,,
1993-10-28,650.0,935.0,,,
1993-10-29,645.0,930.0,,,
1993-11-01,640.0,915.0,,,
1993-11-02,640.0,910.0,,,
1993-11-03,640.0,915.0,,,
1993-11-04,640.0,912.5,,,
1993-11-05,640.0,920.0,,,
1993-11-08,640.0,940.0,,,
1993-11-09,640.0,1000.0,,,
1993-11-10,640.0,1050.0,,,
1993-11-13,655.0,1050.0,,,
1993-11-16,665.0,1165.0,,,
1993-11-17,670.0,1240.0,,,
1993-11-18,677.5,1360.0,,,
1993-11-19,677.5,1430.0,,,
1993-11-22,690.0,1490.0,,,
1993-11-23,695.0,1450.0,,,
1993-11-24,690.0,1410.0,,,
1993-11-25,700.0,1420.0,,,
1993-11-26,720.0,1540.0,,,
1993-12-01,740.0,1580.0,,,
1993-12-02,720.0,1620.0,,,
1993-12-03,710.0,1605.0,,,
1993-12-06,680.0,1530.0,,,
1993-12-07,690.0,1600.0,,,
1993-12-08,720.0,1720.0,,,
1993-12-09,710.0,1750.0,,,
1993-12-10,710.0,1770.0,,,
1993-12-13,715.0,1770.0,,,
1993-12-24,680.0,1700.0,,,
1994-01-03,700.0,1750.0,,,
1994-01-04,710.0,1700.0,,,
1994-01-05,700.0,1625.0,,,
1994-01-06,710.0,1590.0,,,
1994-01-07,725.0,1630.0,,,
1994-01-10,740.0,1730.0,,,
1994-01-11,750.0,1720.0,,,
1994-01-12,770.0,1820.0,,,
1994-01-13,790.0,1920.0,,,
1994-01-14,800.0,1920.0,,,
1994-01-17,805.0,2025.0,,,
1994-01-18,770.0,1925.0,,,
1994-01-19,770.0,1900.0,,,
1994-01-20,770.0,1875.0,,,
1994-01-24,770.0,1970.0,,,
1994-01-25,770.0,2125.0,,,
1994-01-27,780.0,2220.0,,,
1994-01-28,760.0,2250.0,,,
1994-01-31,740.0,2200.0,,,
1994-02-01,730.0,2190.0,,,
1994-02-02,720.0,2250.0,,,
1994-02-03,720.0,2210.0,,,
1994-02-04,700.0,2050.0,,,
1994-02-07,720.0,2300.0,,,
1994-02-08,720.0,2290.0,,,
1994-02-09,700.0,2170.0,,,
1994-02-10,710.0,2225.0,,,
1994-02-11,705.0,2180.0,,,
1994-02-14,700.0,2170.0,,,
1994-02-15,700.0,2125.0,,,
1994-02-16,695.0,2075.0,,,
1994-02-17,705.0,2090.0,,,
1994-02-18,720.0,2100.0,,,
1994-02-21,740.0,2325.0,,,
1994-02-22,735.0,2310.0,,,
1994-02-23,725.0,2270.0,,,
1994-02-24,740.0,2350.0,,,
1994-02-25,735.0,2425.0,,,
1994-02-27,740.0,2450.0,,,
1994-02-28,750.0,2425.0,,,
1994-03-01,760.0,2275.0,,,
1994-03-02,745.0,2225.0,,,
1994-03-03,730.0,2160.0,,,
1994-03-04,735.0,2025.0,,,
1994-03-07,715.0,2010.0,,,
1994-03-08,715.0,2140.0,,,
1994-03-09,720.0,2125.0,,,
1994-03-11,720.0,2070.0,,,
1994-03-16,,2100.0,,,
1994-03-17,,2050.0,,,
1994-03-18,720.0,2075.0,,,
1994-03-21,740.0,2025.0,,,
1994-03-22,720.0,1975.0,,,
1994-03-23,715.0,2000.0,,,
1994-03-24,715.0,1932.5,,,
1994-03-25,710.0,1975.0,,,
1994-03-28,715.0,1975.0,,,
1994-03-29,715.0,1975.0,,,
1994-03-30,720.0,1940.0,,,
1994-03-31,735.0,1950.0,,,
1994-04-04,730.0,1925.0,,,
1994-04-05,730.0,1950.0,,,
1994-04-06,725.0,1975.0,,,
1994-04-07,715.0,1910.0,,,
1994-04-08,715.0,1975.0,,,
1994-04-12,715.0,1950.0,,,
1994-04-13,715.0,1950.0,,,
1994-04-15,715.0,1950.0,,,
1994-04-18,715.0,1900.0,,,
1994-04-19,710.0,1900.0,,,
1994-04-21,710.0,1850.0,,,
1994-04-22,710.0,1900.0,,,
1994-04-25,710.0,1875.0,,,
1994-04-26,714.0,1800.0,,,
1994-04-27,712.5,1775.0,,,
1994-04-28,710.0,1750.0,,,
1994-04-29,710.0,1760.0,,,
1994-05-02,710.0,1725.0,,,
1994-05-03,705.0,1700.0,,,
1994-05-04,705.0,1600.0,,,
1994-05-05,700.0,1625.0,,,
1994-05-06,703.75,1700.0,,,
1994-05-09,710.0,1750.0,,,
1994-05-10,720.0,1800.0,,,
1994-05-11,725.0,1800.0,,,
1994-05-13,730.0,1800.0,,,
1994-05-16,730.0,1800.0,,,
1994-05-17,715.0,1775.0,,,
1994-05-18,720.0,1765.0,,,
1994-05-19,725.0,1725.0,,,
1994-05-20,725.0,1700.0,,,
1994-05-23,710.0,1625.0,,,
1994-05-24,705.0,1625.0,,,
1994-05-26,710.0,1675.0,,,
1994-05-27,715.0,1725.0,,,
1994-05-30,715.0,1725.0,,,
1994-05-31,710.0,1700.0,,,
1994-06-01,715.0,1675.0,,,
1994-06-02,720.0,1650.0,,,
1994-06-03,740.0,1800.0,,,
1994-06-06,760.0,1800.0,,,
1994-06-07,770.0,1750.0,,,
1994-06-08,800.0,1750.0,,,
1994-06-09,880.0,1775.0,,,
1994-06-10,890.0,1775.0,,,
1994-06-13,875.0,1725.0,,,
1994-06-14,850.0,1725.0,,,
1994-06-15,860.0,1750.0,,,
1994-06-16,870.0,1750.0,,,
1994-06-17,920.0,1800.0,,,
1994-06-20,960.0,1810.0,,,
1994-06-22,970.0,1800.0,,,
1994-06-23,970.0,1810.0,,,
1994-06-24,950.0,1775.0,,,
1994-06-27,940.0,1700.0,,,
1994-06-28,955.0,1725.0,,,
1994-06-29,940.0,1700.0,,,
1994-06-30,925.0,1650.0,,,
1994-07-01,940.0,1625.0,,,
1994-07-04,920.0,1650.0,,,
1994-07-05,910.0,1675.0,,,
1994-07-06,910.0,1675.0,,,
1994-07-07,825.0,1625.0,,,
1994-07-08,860.0,1625.0,,,
1994-07-11,855.0,1625.0,,,
1994-07-12,880.0,1625.0,,,
1994-07-13,900.0,1625.0,,,
1994-07-14,900.0,1600.0,,,
1994-07-15,925.0,1650.0,,,
1994-07-18,910.0,1625.0,,,
1994-07-19,910.0,1625.0,,,
1994-07-20,930.0,1625.0,,,
1994-07-21,960.0,1625.0,,,
1994-07-22,980.0,1625.0,,,
1994-07-25,990.0,1600.0,,,
1994-07-26,990.0,1600.0,,,
1994-07-27,985.0,1560.0,,,
1994-07-28,990.0,1550.0,,,
1994-07-29,1020.0,1575.0,,,
1994-08-01,1040.0,1650.0,,,
1994-08-02,1040.0,1650.0,,,
1994-08-03,1020.0,1625.0,,,
